Can bus setup done...
Succeful to send start motor command
55.77 40.33 0.49 9.77 9.33 0.00
56.08 40.67 0.34 10.08 9.33 0.01
56.39 41.17 0.40 10.39 9.33 0.01
56.70 41.50 0.51 10.70 9.33 0.01
57.01 41.83 0.56 11.01 9.33 0.02
57.32 42.17 0.36 11.32 9.33 0.02
57.62 42.67 0.40 11.62 9.33 0.02
57.93 43.00 0.56 11.93 9.33 0.03
58.23 43.33 0.55 12.23 9.33 0.03
58.52 43.67 0.33 12.52 9.33 0.03
58.82 44.17 0.44 12.82 9.33 0.04
59.11 44.50 0.62 13.11 9.33 0.04
59.40 44.83 0.51 13.40 9.33 0.04
59.69 45.17 0.34 13.69 9.33 0.04
59.98 45.50 0.36 13.98 9.33 0.05
60.26 45.83 0.59 14.26 9.33 0.05
60.54 46.17 0.57 14.54 9.33 0.05
60.82 46.50 0.36 14.82 9.33 0.06
61.10 46.83 0.27 15.10 9.33 0.06
61.37 47.17 0.60 15.37 9.33 0.06
61.64 47.50 0.68 15.64 9.33 0.06
61.91 47.83 0.49 15.91 9.33 0.07
62.18 48.17 0.29 16.18 9.33 0.07
62.44 48.50 0.37 16.44 9.33 0.07
62.70 48.83 0.71 16.70 9.33 0.07
62.96 49.17 0.67 16.96 9.33 0.08
63.22 49.33 0.43 17.22 9.33 0.08
63.47 49.67 0.26 17.47 9.33 0.08
63.72 50.17 0.48 17.72 9.33 0.08
63.97 50.50 0.76 17.97 9.33 0.09
64.22 50.67 0.65 18.22 9.33 0.09
64.46 51.00 0.40 18.46 9.33 0.09
64.70 51.33 0.30 18.70 9.33 0.09
64.94 51.67 0.47 18.94 9.33 0.10
65.17 51.83 0.72 19.17 9.33 0.10
65.41 52.17 0.63 19.41 9.33 0.10
65.64 52.33 0.42 19.64 9.33 0.10
65.86 52.67 0.28 19.86 9.33 0.11
66.09 53.17 0.51 20.09 9.33 0.11
66.31 53.33 0.71 20.31 9.33 0.11
66.52 53.67 0.59 20.52 9.33 0.11
66.74 53.83 0.46 20.74 9.33 0.11
66.95 54.17 0.38 20.95 9.33 0.12
67.16 54.50 0.46 21.16 9.33 0.12
67.37 54.83 0.58 21.37 9.33 0.12
67.57 55.00 0.57 21.57 9.33 0.12
67.77 55.33 0.44 21.77 9.33 0.12
67.97 55.50 0.40 21.97 9.33 0.13
68.17 55.83 0.46 22.17 9.33 0.13
68.36 56.17 0.57 22.36 9.33 0.13
68.55 56.33 0.61 22.55 9.33 0.13
68.73 56.67 0.48 22.73 9.33 0.13
68.92 56.83 0.50 22.92 9.33 0.14
69.10 57.17 0.52 23.10 9.33 0.14
69.27 57.33 0.52 23.27 9.33 0.14
69.45 57.67 0.43 23.45 9.33 0.14
69.62 57.83 0.50 23.62 9.33 0.14
69.78 58.17 0.51 23.78 9.33 0.14
69.95 58.33 0.57 23.95 9.33 0.15
70.11 58.50 0.49 24.11 9.33 0.15
70.27 58.83 0.38 24.27 9.33 0.15
70.42 59.00 0.48 24.42 9.33 0.15
70.57 59.33 0.59 24.57 9.33 0.15
70.72 59.50 0.64 24.72 9.33 0.15
70.87 59.67 0.57 24.87 9.33 0.16
71.01 60.00 0.46 25.01 9.33 0.16
71.15 60.17 0.50 25.15 9.33 0.16
71.29 60.33 0.39 25.29 9.33 0.16
71.42 60.67 0.46 25.42 9.33 0.16
71.55 60.83 0.53 25.55 9.33 0.16
71.67 61.00 0.67 25.67 9.33 0.16
71.80 61.17 0.65 25.80 9.33 0.16
71.92 61.33 0.52 25.92 9.33 0.17
72.03 61.50 0.43 26.03 9.33 0.17
72.15 61.83 0.39 26.15 9.33 0.17
72.26 62.00 0.43 26.26 9.33 0.17
72.36 62.17 0.65 26.36 9.33 0.17
72.47 62.33 0.65 26.47 9.33 0.17
72.57 62.50 0.62 26.57 9.33 0.17
72.66 62.67 0.63 26.66 9.33 0.17
72.76 62.83 0.55 26.76 9.33 0.17
72.85 63.00 0.50 26.85 9.33 0.18
72.93 63.17 0.35 26.93 9.33 0.18
73.02 63.33 0.37 27.02 9.33 0.18
73.10 63.67 0.46 27.10 9.33 0.18
73.17 63.83 0.61 27.17 9.33 0.18
73.25 64.00 0.66 27.25 9.33 0.18
73.32 64.00 0.65 27.32 9.33 0.18
73.38 64.17 0.63 27.38 9.33 0.18
73.45 64.33 0.62 27.45 9.33 0.18
73.51 64.33 0.56 27.51 9.33 0.18
73.56 64.50 0.48 27.56 9.33 0.18
73.62 64.67 0.40 27.62 9.33 0.18
73.66 64.83 0.32 27.66 9.33 0.18
73.71 65.17 0.46 27.71 9.33 0.18
73.75 65.17 0.59 27.75 9.33 0.18
73.79 65.33 0.60 27.79 9.33 0.18
73.83 65.50 0.62 27.83 9.33 0.19
73.86 65.50 0.72 27.86 9.33 0.19
73.89 65.67 0.71 27.89 9.33 0.19
73.92 65.67 0.67 27.92 9.33 0.19
73.94 65.67 0.62 27.94 9.33 0.19
73.96 65.83 0.60 27.96 9.33 0.19
73.97 66.00 0.53 27.97 9.33 0.19
73.98 66.00 0.46 27.98 9.33 0.19
73.99 66.17 0.38 27.99 9.33 0.19
74.00 66.33 0.32 28.00 9.33 0.19
74.00 66.50 0.26 28.00 9.33 0.19
74.00 66.67 0.40 28.00 9.33 0.19
73.99 66.83 0.52 27.99 9.33 0.19
73.98 66.83 0.61 27.98 9.33 0.19
73.97 66.83 0.73 27.97 9.33 0.19
73.96 66.83 0.70 27.96 9.33 0.19
73.94 67.00 0.76 27.94 9.33 0.19
73.92 67.00 0.76 27.92 9.33 0.19
73.89 67.00 0.69 27.89 9.33 0.19
73.86 67.00 0.75 27.86 9.33 0.19
73.83 67.00 0.75 27.83 9.33 0.19
73.79 67.00 0.75 27.79 9.33 0.18
73.75 67.00 0.70 27.75 9.33 0.18
73.71 67.00 0.69 27.71 9.33 0.18
73.66 67.00 0.67 27.66 9.33 0.18
73.62 67.00 0.73 27.62 9.33 0.18
73.56 67.00 0.77 27.56 9.33 0.18
73.51 67.00 0.71 27.51 9.33 0.18
73.45 67.00 0.71 27.45 9.33 0.18
73.38 67.00 0.67 27.38 9.33 0.18
73.32 67.00 0.65 27.32 9.33 0.18
73.25 67.00 0.69 27.25 9.33 0.18
73.17 67.00 0.73 27.17 9.33 0.18
73.10 67.00 0.67 27.10 9.33 0.18
73.02 67.00 0.66 27.02 9.33 0.18
72.93 67.00 0.67 26.93 9.33 0.18
72.85 67.00 0.64 26.85 9.33 0.18
72.76 67.00 0.63 26.76 9.33 0.17
72.66 67.00 0.62 26.66 9.33 0.17
72.57 67.00 0.66 26.57 9.33 0.17
72.47 67.00 0.60 26.47 9.33 0.17
72.36 67.00 0.59 26.36 9.33 0.17
72.26 67.00 0.58 26.26 9.33 0.17
72.15 67.00 0.56 26.15 9.33 0.17
72.03 67.00 0.62 26.03 9.33 0.17
71.92 67.00 0.59 25.92 9.33 0.17
71.80 67.00 0.53 25.80 9.33 0.16
71.67 67.00 0.51 25.67 9.33 0.16
71.55 67.00 0.55 25.55 9.33 0.16
71.42 67.00 0.54 25.42 9.33 0.16
71.29 66.83 0.54 25.29 9.33 0.16
71.15 66.83 0.47 25.15 9.33 0.16
71.01 66.83 0.51 25.01 9.33 0.16
70.87 66.83 0.53 24.87 9.33 0.16
70.72 66.83 0.48 24.72 9.33 0.15
70.57 66.83 0.49 24.57 9.33 0.15
70.42 66.83 0.46 24.42 9.33 0.15
70.27 66.83 0.46 24.27 9.33 0.15
70.11 66.67 0.38 24.11 9.33 0.15
69.95 66.67 0.36 23.95 9.33 0.15
69.78 66.67 0.34 23.78 9.33 0.14
69.62 66.67 0.35 23.62 9.33 0.14
69.45 66.67 0.36 23.45 9.33 0.14
69.27 66.67 0.28 23.27 9.33 0.14
69.10 66.67 0.26 23.10 9.33 0.14
68.92 66.67 0.30 22.92 9.33 0.14
68.73 66.67 0.28 22.73 9.33 0.13
68.55 66.67 0.20 22.55 9.33 0.13
68.36 66.67 0.18 22.36 9.33 0.13
68.17 66.67 0.16 22.17 9.33 0.13
67.97 66.67 0.19 21.97 9.33 0.13
67.77 66.67 0.17 21.77 9.33 0.12
67.57 66.67 0.13 21.57 9.33 0.12
67.37 66.67 0.15 21.37 9.33 0.12
67.16 66.67 0.07 21.16 9.33 0.12
66.95 66.50 0.07 20.95 9.33 0.12
66.74 66.50 0.09 20.74 9.33 0.11
66.52 66.50 0.05 20.52 9.33 0.11
66.31 66.50 0.06 20.31 9.33 0.11
66.09 66.50 -0.03 20.09 9.33 0.11
65.86 66.50 -0.04 19.86 9.33 0.11
65.64 66.50 -0.10 19.64 9.33 0.10
65.41 66.50 -0.12 19.41 9.33 0.10
65.17 66.50 -0.15 19.17 9.33 0.10
64.94 66.50 -0.17 18.94 9.33 0.10
64.70 66.50 -0.20 18.70 9.33 0.09
64.46 66.50 -0.23 18.46 9.33 0.09
64.22 66.50 -0.25 18.22 9.33 0.09
63.97 66.50 -0.28 17.97 9.33 0.09
63.72 66.50 -0.31 17.72 9.33 0.08
63.47 66.50 -0.32 17.47 9.33 0.08
63.22 66.50 -0.35 17.22 9.33 0.08
62.96 66.50 -0.36 16.96 9.33 0.08
62.70 66.50 -0.35 16.70 9.33 0.07
62.44 66.33 -0.31 16.44 9.33 0.07
62.18 66.33 -0.32 16.18 9.33 0.07
61.91 66.33 -0.31 15.91 9.33 0.07
61.64 66.33 -0.31 15.64 9.33 0.06
61.37 66.17 -0.26 15.37 9.33 0.06
61.10 66.17 -0.22 15.10 9.33 0.06
60.82 66.00 -0.14 14.82 9.33 0.05
60.54 65.83 -0.04 14.54 9.33 0.05
60.26 65.67 0.04 14.26 9.33 0.05
59.98 65.50 0.15 13.98 9.33 0.05
59.69 65.33 0.13 13.69 9.33 0.04
59.40 65.00 0.03 13.40 9.33 0.04
59.11 64.83 -0.12 13.11 9.33 0.04
58.82 64.67 -0.12 12.82 9.33 0.03
58.52 64.50 -0.14 12.52 9.33 0.03
58.23 64.33 -0.17 12.23 9.33 0.03
57.93 64.17 -0.10 11.93 9.33 0.03
57.62 64.00 0.04 11.62 9.33 0.02
57.32 63.67 0.13 11.32 9.33 0.02
57.01 63.50 -0.04 11.01 9.33 0.02
56.70 63.33 -0.23 10.70 9.33 0.01
56.39 63.17 -0.26 10.39 9.33 0.01
56.08 63.00 -0.18 10.08 9.33 0.01
55.77 62.83 -0.14 9.77 9.33 0.00
55.45 62.67 -0.08 9.45 9.33 0.00
55.13 62.33 0.03 9.13 9.33 -0.00
54.81 62.17 0.02 8.81 9.33 -0.01
54.49 61.83 -0.06 8.49 9.33 -0.01
54.16 61.67 -0.25 8.16 9.33 -0.01
53.84 61.50 -0.21 7.84 9.33 -0.01
53.51 61.17 -0.08 7.51 9.33 -0.02
53.18 61.00 0.05 7.18 9.33 -0.02
52.85 60.67 0.07 6.85 9.33 -0.02
52.51 60.50 -0.14 6.51 9.33 -0.03
52.18 60.17 -0.20 6.18 9.33 -0.03
51.84 60.00 -0.24 5.84 9.33 -0.03
51.50 59.83 -0.21 5.50 9.33 -0.04
51.16 59.50 -0.09 5.16 9.33 -0.04
50.82 59.33 -0.04 4.82 9.33 -0.05
50.47 59.00 -0.03 4.47 9.33 -0.05
50.13 58.67 -0.04 4.13 9.33 -0.05
49.78 58.50 -0.10 3.78 9.33 -0.06
49.43 58.17 -0.13 3.43 9.33 -0.06
49.08 58.00 -0.01 3.08 9.33 -0.06
48.73 57.67 -0.07 2.73 9.33 -0.07
48.37 57.33 -0.11 2.37 9.33 -0.07
48.02 57.00 -0.14 2.02 9.33 -0.07
47.66 56.83 -0.09 1.66 9.33 -0.08
47.30 56.50 -0.05 1.30 9.33 -0.08
46.94 56.17 -0.07 0.94 9.33 -0.08
46.58 56.00 -0.17 0.58 9.33 -0.09
46.22 55.67 -0.12 0.22 9.33 -0.09
45.86 55.33 -0.09 -0.14 9.33 -0.09
45.49 55.17 -0.05 -0.51 9.33 -0.10
45.13 54.83 -0.10 -0.87 9.33 -0.10
44.76 54.50 -0.24 -1.24 9.33 -0.11
44.39 54.17 -0.20 -1.61 9.33 -0.11
44.02 54.00 -0.10 -1.98 9.33 -0.11
43.65 53.67 -0.06 -2.35 9.33 -0.12
43.28 53.33 -0.10 -2.72 9.33 -0.12
42.91 53.00 -0.24 -3.09 9.33 -0.12
42.53 52.67 -0.17 -3.47 9.33 -0.13
42.16 52.50 -0.06 -3.84 9.33 -0.13
41.78 52.00 0.00 -4.22 9.33 -0.14
41.40 51.67 -0.12 -4.60 9.33 -0.14
41.03 51.33 -0.30 -4.97 9.33 -0.14
40.65 51.17 -0.17 -5.35 9.33 -0.15
40.27 50.83 0.00 -5.73 9.33 -0.15
39.89 50.50 0.09 -6.11 9.33 -0.15
39.51 50.17 -0.18 -6.49 9.33 -0.16
39.12 49.83 -0.38 -6.88 9.33 -0.16
38.74 49.50 -0.16 -7.26 9.33 -0.17
38.36 49.17 0.06 -7.64 9.33 -0.17
37.97 48.83 0.08 -8.03 9.33 -0.17
37.59 48.50 -0.29 -8.41 9.33 -0.18
37.20 48.17 -0.45 -8.80 9.33 -0.18
36.81 48.00 -0.17 -9.19 9.33 -0.19
36.43 47.67 0.07 -9.57 9.33 -0.19
36.04 47.17 0.04 -9.96 9.33 -0.19
35.65 46.83 -0.31 -10.35 9.33 -0.20
35.26 46.50 -0.42 -10.74 9.33 -0.20
34.87 46.33 -0.10 -11.13 9.33 -0.20
34.48 45.83 0.15 -11.52 9.33 -0.21
34.09 45.50 -0.14 -11.91 9.33 -0.21
33.70 45.17 -0.36 -12.30 9.33 -0.22
33.31 44.83 -0.30 -12.69 9.33 -0.22
32.92 44.50 0.04 -13.08 9.33 -0.22
32.53 44.17 0.05 -13.47 9.33 -0.23
32.14 43.67 -0.24 -13.86 9.33 -0.23
31.75 43.33 -0.27 -14.25 9.33 -0.24
31.36 43.17 -0.13 -14.64 9.33 -0.24
30.96 42.67 0.04 -15.04 9.33 -0.24
30.57 42.33 -0.15 -15.43 9.33 -0.25
30.18 42.00 -0.28 -15.82 9.33 -0.25
29.79 41.67 -0.14 -16.21 9.33 -0.26
29.39 41.33 -0.00 -16.61 9.33 -0.26
29.00 40.83 -0.14 -17.00 9.33 -0.26
28.61 40.50 -0.24 -17.39 9.33 -0.27
28.21 40.17 -0.15 -17.79 9.33 -0.27
27.82 39.83 -0.07 -18.18 9.33 -0.28
27.43 39.50 -0.24 -18.57 9.33 -0.28
27.04 39.00 -0.31 -18.96 9.33 -0.28
26.64 38.83 -0.23 -19.36 9.33 -0.29
26.25 38.33 -0.01 -19.75 9.33 -0.29
25.86 38.00 -0.11 -20.14 9.33 -0.29
25.47 37.67 -0.31 -20.53 9.33 -0.30
25.08 37.33 -0.18 -20.92 9.33 -0.30
24.69 37.00 -0.02 -21.31 9.33 -0.31
24.30 36.50 -0.11 -21.70 9.33 -0.31
23.91 36.17 -0.32 -22.09 9.33 -0.31
23.52 35.83 -0.29 -22.48 9.33 -0.32
23.13 35.50 -0.04 -22.87 9.33 -0.32
22.74 35.17 -0.09 -23.26 9.33 -0.33
22.35 34.67 -0.34 -23.65 9.33 -0.33
21.96 34.33 -0.30 -24.04 9.33 -0.33
21.57 34.00 -0.05 -24.43 9.33 -0.34
21.19 33.67 -0.01 -24.81 9.33 -0.34
20.80 33.17 -0.34 -25.20 9.33 -0.35
20.41 32.83 -0.36 -25.59 9.33 -0.35
20.03 32.67 -0.15 -25.97 9.33 -0.35
19.64 32.17 0.02 -26.36 9.33 -0.36
19.26 31.83 -0.27 -26.74 9.33 -0.36
18.88 31.50 -0.41 -27.12 9.33 -0.36
18.49 31.17 -0.17 -27.51 9.33 -0.37
18.11 30.83 -0.00 -27.89 9.33 -0.37
17.73 30.33 -0.22 -28.27 9.33 -0.38
17.35 30.00 -0.38 -28.65 9.33 -0.38
16.97 29.67 -0.23 -29.03 9.33 -0.38
16.60 29.33 -0.06 -29.40 9.33 -0.39
16.22 28.83 -0.16 -29.78 9.33 -0.39
15.84 28.50 -0.33 -30.16 9.33 -0.40
15.47 28.17 -0.23 -30.53 9.33 -0.40
15.09 27.83 -0.07 -30.91 9.33 -0.40
14.72 27.33 -0.22 -31.28 9.33 -0.41
14.35 27.00 -0.32 -31.65 9.33 -0.41
13.98 26.67 -0.23 -32.02 9.33 -0.41
13.61 26.33 -0.07 -32.39 9.33 -0.42
13.24 26.00 -0.29 -32.76 9.33 -0.42
12.87 25.50 -0.31 -33.13 9.33 -0.42
12.51 25.17 -0.18 -33.49 9.33 -0.43
12.14 24.83 -0.06 -33.86 9.33 -0.43
11.78 24.50 -0.26 -34.22 9.33 -0.44
11.42 24.17 -0.39 -34.58 9.33 -0.44
11.06 23.83 -0.24 -34.94 9.33 -0.44
10.70 23.50 -0.08 -35.30 9.33 -0.45
10.34 23.00 -0.17 -35.66 9.33 -0.45
9.98 22.67 -0.41 -36.02 9.33 -0.45
9.63 22.33 -0.32 -36.37 9.33 -0.46
9.27 22.00 -0.08 -36.73 9.33 -0.46
8.92 21.67 -0.21 -37.08 9.33 -0.46
8.57 21.17 -0.42 -37.43 9.33 -0.47
8.22 21.00 -0.35 -37.78 9.33 -0.47
7.87 20.67 -0.05 -38.13 9.33 -0.47
7.53 20.17 -0.08 -38.47 9.33 -0.48
7.18 19.83 -0.37 -38.82 9.33 -0.48
6.84 19.50 -0.37 -39.16 9.33 -0.49
6.50 19.17 -0.13 -39.50 9.33 -0.49
6.16 18.83 -0.02 -39.84 9.33 -0.49
5.82 18.33 -0.37 -40.18 9.33 -0.50
5.49 18.00 -0.50 -40.51 9.33 -0.50
5.15 17.67 -0.21 -40.85 9.33 -0.50
4.82 17.33 -0.02 -41.18 9.33 -0.51
4.49 17.00 -0.21 -41.51 9.33 -0.51
4.16 16.67 -0.48 -41.84 9.33 -0.51
3.84 16.33 -0.47 -42.16 9.33 -0.52
3.51 16.00 -0.18 -42.49 9.33 -0.52
3.19 15.67 -0.06 -42.81 9.33 -0.52
2.87 15.33 -0.32 -43.13 9.33 -0.52
2.55 15.00 -0.45 -43.45 9.33 -0.53
2.23 14.67 -0.31 -43.77 9.33 -0.53
1.92 14.33 -0.10 -44.08 9.33 -0.53
1.61 14.00 -0.20 -44.39 9.33 -0.54
1.30 13.50 -0.35 -44.70 9.33 -0.54
0.99 13.33 -0.37 -45.01 9.33 -0.54
0.68 13.00 -0.12 -45.32 9.33 -0.55
0.38 12.67 -0.12 -45.62 9.33 -0.55
0.07 12.17 -0.39 -45.93 9.33 -0.55
-0.23 12.00 -0.45 -46.23 9.33 -0.56
-0.52 11.67 -0.29 -46.52 9.33 -0.56
-0.82 11.33 -0.11 -46.82 9.33 -0.56
-1.11 11.00 -0.29 -47.11 9.33 -0.56
-1.40 10.67 -0.43 -47.40 9.33 -0.57
-1.69 10.33 -0.39 -47.69 9.33 -0.57
-1.98 10.00 -0.23 -47.98 9.33 -0.57
-2.26 9.67 -0.15 -48.26 9.33 -0.58
-2.54 9.33 -0.36 -48.54 9.33 -0.58
-2.82 9.00 -0.48 -48.82 9.33 -0.58
-3.10 8.83 -0.39 -49.10 9.33 -0.58
-3.37 8.50 -0.14 -49.37 9.33 -0.59
-3.64 8.17 -0.13 -49.64 9.33 -0.59
-3.91 7.83 -0.34 -49.91 9.33 -0.59
-4.18 7.50 -0.46 -50.18 9.33 -0.60
-4.44 7.33 -0.37 -50.44 9.33 -0.60
-4.70 7.00 -0.17 -50.70 9.33 -0.60
-4.96 6.67 -0.20 -50.96 9.33 -0.60
-5.22 6.33 -0.47 -51.22 9.33 -0.61
-5.47 6.00 -0.53 -51.47 9.33 -0.61
-5.72 5.83 -0.37 -51.72 9.33 -0.61
-5.97 5.50 -0.10 -51.97 9.33 -0.61
-6.22 5.17 -0.08 -52.22 9.33 -0.62
-6.46 4.83 -0.37 -52.46 9.33 -0.62
-6.70 4.50 -0.52 -52.70 9.33 -0.62
-6.94 4.33 -0.45 -52.94 9.33 -0.62
-7.17 4.00 -0.21 -53.17 9.33 -0.63
-7.41 3.83 -0.07 -53.41 9.33 -0.63
-7.64 3.33 -0.30 -53.64 9.33 -0.63
-7.86 3.17 -0.63 -53.86 9.33 -0.63
-8.09 3.00 -0.59 -54.09 9.33 -0.63
-8.31 2.67 -0.31 -54.31 9.33 -0.64
-8.52 2.50 -0.10 -54.52 9.33 -0.64
-8.74 2.17 -0.10 -54.74 9.33 -0.64
-8.95 1.83 -0.40 -54.95 9.33 -0.64
-9.16 1.50 -0.61 -55.16 9.33 -0.65
-9.37 1.33 -0.54 -55.37 9.33 -0.65
-9.57 1.17 -0.32 -55.57 9.33 -0.65
-9.77 0.83 -0.05 -55.77 9.33 -0.65
-9.97 0.50 -0.15 -55.97 9.33 -0.65
-10.17 0.33 -0.50 -56.17 9.33 -0.66
-10.36 0.00 -0.58 -56.36 9.33 -0.66
-10.55 0.00 -0.58 -56.55 9.33 -0.66
-10.73 -0.17 -0.35 -56.73 9.33 -0.66
-10.92 -0.33 -0.12 -56.92 9.33 -0.66
-11.10 -0.67 -0.15 -57.10 9.33 -0.66
-11.27 -1.00 -0.45 -57.27 9.33 -0.67
-11.45 -1.17 -0.55 -57.45 9.33 -0.67
-11.62 -1.33 -0.50 -57.62 9.33 -0.67
-11.78 -1.67 -0.31 -57.78 9.33 -0.67
-11.95 -1.83 -0.13 -57.95 9.33 -0.67
-12.11 -2.17 -0.13 -58.11 9.33 -0.67
-12.27 -2.50 -0.41 -58.27 9.33 -0.68
-12.42 -2.67 -0.61 -58.42 9.33 -0.68
-12.57 -2.83 -0.55 -58.57 9.33 -0.68
-12.72 -3.00 -0.30 -58.72 9.33 -0.68
-12.87 -3.17 -0.17 -58.87 9.33 -0.68
-13.01 -3.50 -0.09 -59.01 9.33 -0.68
-13.15 -3.83 -0.32 -59.15 9.33 -0.69
-13.29 -4.00 -0.57 -59.29 9.33 -0.69
-13.42 -4.17 -0.59 -59.42 9.33 -0.69
-13.55 -4.33 -0.43 -59.55 9.33 -0.69
-13.67 -4.50 -0.28 -59.67 9.33 -0.69
-13.80 -4.67 -0.17 -59.80 9.33 -0.69
-13.92 -5.00 -0.12 -59.92 9.33 -0.69
-14.03 -5.17 -0.36 -60.03 9.33 -0.69
-14.15 -5.33 -0.58 -60.15 9.33 -0.70
-14.26 -5.50 -0.67 -60.26 9.33 -0.70
-14.36 -5.67 -0.59 -60.36 9.33 -0.70
-14.47 -5.67 -0.42 -60.47 9.33 -0.70
-14.57 -5.83 -0.25 -60.57 9.33 -0.70
-14.66 -6.17 -0.14 -60.66 9.33 -0.70
-14.76 -6.33 -0.16 -60.76 9.33 -0.70
-14.85 -6.50 -0.37 -60.85 9.33 -0.70
-14.93 -6.67 -0.48 -60.93 9.33 -0.70
-15.02 -6.83 -0.52 -61.02 9.33 -0.70
-15.10 -7.00 -0.48 -61.10 9.33 -0.70
-15.17 -7.17 -0.44 -61.17 9.33 -0.71
-15.25 -7.17 -0.39 -61.25 9.33 -0.71
-15.32 -7.33 -0.30 -61.32 9.33 -0.71
-15.38 -7.50 -0.19 -61.38 9.33 -0.71
-15.45 -7.83 -0.13 -61.45 9.33 -0.71
-15.51 -8.00 -0.30 -61.51 9.33 -0.71
-15.56 -8.17 -0.44 -61.56 9.33 -0.71
-15.62 -8.33 -0.60 -61.62 9.33 -0.71
-15.66 -8.33 -0.65 -61.66 9.33 -0.71
-15.71 -8.33 -0.59 -61.71 9.33 -0.71
-15.75 -8.50 -0.49 -61.75 9.33 -0.71
-15.79 -8.50 -0.45 -61.79 9.33 -0.71
-15.83 -8.67 -0.40 -61.83 9.33 -0.71
-15.86 -8.83 -0.38 -61.86 9.33 -0.71
-15.89 -8.83 -0.41 -61.89 9.33 -0.71
-15.92 -9.00 -0.51 -61.92 9.33 -0.71
-15.94 -9.17 -0.40 -61.94 9.33 -0.71
-15.96 -9.17 -0.25 -61.96 9.33 -0.71
-15.97 -9.33 -0.15 -61.97 9.33 -0.71
-15.98 -9.50 -0.17 -61.98 9.33 -0.71
