Can bus setup done...
Succeful to send start motor command
56.70 51.83 0.56 10.70 9.33 0.00
57.01 52.33 0.27 11.01 9.33 0.00
57.32 52.67 0.54 11.32 9.33 0.00
57.62 53.00 0.54 11.62 9.33 0.00
57.93 53.33 0.53 11.93 9.33 0.00
58.23 53.67 0.53 12.23 9.33 0.00
58.52 54.00 0.53 12.52 9.33 0.00
58.82 54.33 0.52 12.82 9.33 0.00
59.11 54.83 0.23 13.11 9.33 0.00
59.40 55.17 0.50 13.40 9.33 0.00
59.69 55.50 0.50 13.69 9.33 0.00
59.98 55.83 0.49 13.98 9.33 0.00
60.26 56.17 0.48 14.26 9.33 0.00
60.54 56.50 0.48 14.54 9.33 0.00
60.82 56.83 0.47 14.82 9.33 0.00
61.10 57.17 0.47 15.10 9.33 0.00
61.37 57.50 0.46 15.37 9.33 0.00
61.64 57.83 0.45 15.64 9.33 0.00
61.91 58.00 0.73 15.91 9.33 0.00
62.18 58.33 0.45 16.18 9.33 0.00
62.44 58.67 0.44 16.44 9.33 0.00
62.70 59.00 0.44 16.70 9.33 0.00
62.96 59.17 0.71 16.96 9.33 0.00
63.22 59.50 0.43 17.22 9.33 0.00
63.47 59.67 0.71 17.47 9.33 0.00
63.72 60.00 0.42 17.72 9.33 0.00
63.97 60.33 0.42 17.97 9.33 0.00
64.22 60.67 0.41 18.22 9.33 0.00
64.46 60.83 0.68 18.46 9.33 0.00
64.70 61.17 0.40 18.70 9.33 0.00
64.94 61.50 0.39 18.94 9.33 0.00
65.17 61.67 0.66 19.17 9.33 0.00
65.41 62.00 0.38 19.41 9.33 0.00
65.64 62.17 0.65 19.64 9.33 0.00
65.86 62.50 0.37 19.86 9.33 0.00
66.09 62.67 0.64 20.09 9.33 0.00
66.31 62.83 0.64 20.31 9.33 0.00
66.52 63.17 0.36 20.52 9.33 0.00
66.74 63.33 0.63 20.74 9.33 0.00
66.95 63.67 0.35 20.95 9.33 0.00
67.16 63.83 0.62 21.16 9.33 0.00
67.37 64.17 0.34 21.37 9.33 0.00
67.57 64.33 0.61 21.57 9.33 0.00
67.77 64.50 0.61 21.77 9.33 0.00
67.97 64.83 0.32 21.97 9.33 0.00
68.17 65.00 0.59 22.17 9.33 0.00
68.36 65.33 0.31 22.36 9.33 0.00
68.55 65.50 0.58 22.55 9.33 0.00
68.73 65.67 0.57 22.73 9.33 0.00
68.92 65.83 0.57 22.92 9.33 0.00
69.10 65.83 0.85 23.10 9.33 0.00
69.27 66.00 0.58 23.27 9.33 0.00
69.45 66.17 0.57 23.45 9.33 0.00
69.62 66.50 0.29 23.62 9.33 0.00
69.78 66.67 0.55 23.78 9.33 0.00
69.95 67.00 0.27 23.95 9.33 0.00
70.11 67.17 0.53 24.11 9.33 0.00
70.27 67.33 0.53 24.27 9.33 0.00
70.42 67.33 0.81 24.42 9.33 0.00
70.57 67.50 0.53 24.57 9.33 0.00
70.72 67.67 0.52 24.72 9.33 0.00
70.87 68.00 0.24 24.87 9.33 0.00
71.01 68.17 0.50 25.01 9.33 0.00
71.15 68.33 0.50 25.15 9.33 0.00
71.29 68.50 0.49 25.29 9.33 0.00
71.42 68.50 0.77 25.42 9.33 0.00
71.55 68.67 0.49 25.55 9.33 0.00
71.67 68.83 0.48 25.67 9.33 0.00
71.80 68.83 0.76 25.80 9.33 0.00
71.92 69.00 0.48 25.92 9.33 0.00
72.03 69.17 0.47 26.03 9.33 0.00
72.15 69.17 0.74 26.15 9.33 0.00
72.26 69.33 0.46 26.26 9.33 0.00
72.36 69.50 0.46 26.36 9.33 0.00
72.47 69.67 0.45 26.47 9.33 0.00
72.57 69.83 0.44 26.57 9.33 0.00
72.66 70.00 0.43 26.66 9.33 0.00
72.76 70.17 0.42 26.76 9.33 0.00
72.85 70.33 0.41 26.85 9.33 0.00
72.93 70.33 0.68 26.93 9.33 0.00
73.02 70.33 0.68 27.02 9.33 0.00
73.10 70.50 0.40 27.10 9.33 0.00
73.17 70.50 0.67 27.17 9.33 0.00
73.25 70.67 0.39 27.25 9.33 0.00
73.32 70.83 0.38 27.32 9.33 0.00
73.38 71.00 0.37 27.38 9.33 0.00
73.45 71.17 0.36 27.45 9.33 0.00
73.51 71.17 0.63 27.51 9.33 0.00
73.56 71.33 0.35 27.56 9.33 0.00
73.62 71.33 0.62 27.62 9.33 0.00
73.66 71.33 0.62 27.66 9.33 0.00
73.71 71.33 0.61 27.71 9.33 0.00
73.75 71.33 0.61 27.75 9.33 0.00
73.79 71.33 0.61 27.79 9.33 0.00
73.83 71.33 0.61 27.83 9.33 0.00
73.86 71.33 0.60 27.86 9.33 0.00
73.89 71.33 0.60 27.89 9.33 0.00
73.92 71.33 0.60 27.92 9.33 0.00
73.94 71.33 0.59 27.94 9.33 0.00
73.96 71.33 0.59 27.96 9.33 0.00
73.97 71.33 0.59 27.97 9.33 0.00
73.98 71.33 0.58 27.98 9.33 0.00
73.99 71.33 0.58 27.99 9.33 0.00
74.00 71.33 0.57 28.00 9.33 0.00
74.00 71.33 0.57 28.00 9.33 0.00
74.00 71.33 0.56 28.00 9.33 0.00
73.99 71.33 0.56 27.99 9.33 0.00
73.98 71.33 0.55 27.98 9.33 0.00
73.97 71.33 0.55 27.97 9.33 0.00
73.96 71.33 0.54 27.96 9.33 0.00
73.94 71.33 0.54 27.94 9.33 0.00
73.92 71.33 0.53 27.92 9.33 0.00
73.89 71.33 0.52 27.89 9.33 0.00
73.86 71.33 0.52 27.86 9.33 0.00
73.83 71.33 0.51 27.83 9.33 0.00
73.79 71.33 0.50 27.79 9.33 0.00
73.75 71.33 0.50 27.75 9.33 0.00
73.71 71.33 0.49 27.71 9.33 0.00
73.66 71.33 0.48 27.66 9.33 0.00
73.62 71.33 0.47 27.62 9.33 0.00
73.56 71.33 0.47 27.56 9.33 0.00
73.51 71.33 0.46 27.51 9.33 0.00
73.45 71.33 0.45 27.45 9.33 0.00
73.38 71.33 0.44 27.38 9.33 0.00
73.32 71.33 0.43 27.32 9.33 0.00
73.25 71.33 0.42 27.25 9.33 0.00
73.17 71.17 0.70 27.17 9.33 0.00
73.10 71.17 0.41 27.10 9.33 0.00
73.02 71.17 0.40 27.02 9.33 0.00
72.93 71.17 0.39 26.93 9.33 0.00
72.85 71.17 0.38 26.85 9.33 0.00
72.76 71.17 0.37 26.76 9.33 0.00
72.66 71.17 0.36 26.66 9.33 0.00
72.57 71.17 0.35 26.57 9.33 0.00
72.47 71.17 0.34 26.47 9.33 0.00
72.36 71.17 0.33 26.36 9.33 0.00
72.26 71.17 0.32 26.26 9.33 0.00
72.15 71.17 0.31 26.15 9.33 0.00
72.03 71.00 0.58 26.03 9.33 0.00
71.92 71.00 0.29 25.92 9.33 0.00
71.80 71.00 0.28 25.80 9.33 0.00
71.67 71.00 0.27 25.67 9.33 0.00
71.55 71.00 0.26 25.55 9.33 0.00
71.42 71.00 0.24 25.42 9.33 0.00
71.29 71.00 0.23 25.29 9.33 0.00
71.15 71.00 0.22 25.15 9.33 0.00
71.01 71.00 0.20 25.01 9.33 0.00
70.87 71.00 0.19 24.87 9.33 0.00
70.72 71.00 0.17 24.72 9.33 0.00
70.57 71.00 0.16 24.57 9.33 0.00
70.42 71.00 0.15 24.42 9.33 0.00
70.27 71.00 0.13 24.27 9.33 0.00
70.11 70.83 0.40 24.11 9.33 0.00
69.95 70.83 0.11 23.95 9.33 0.00
69.78 70.83 0.10 23.78 9.33 0.00
69.62 70.83 0.08 23.62 9.33 0.00
69.45 70.83 0.06 23.45 9.33 0.00
69.27 70.83 0.05 23.27 9.33 0.00
69.10 70.83 0.03 23.10 9.33 0.00
68.92 70.83 0.02 22.92 9.33 0.00
68.73 70.83 -0.00 22.73 9.33 0.00
68.55 70.83 -0.02 22.55 9.33 0.00
68.36 70.83 -0.03 22.36 9.33 0.00
68.17 70.83 -0.05 22.17 9.33 0.00
67.97 70.83 -0.07 21.97 9.33 0.00
67.77 70.83 -0.09 21.77 9.33 0.00
67.57 70.83 -0.10 21.57 9.33 0.00
67.37 70.83 -0.12 21.37 9.33 0.00
67.16 70.83 -0.14 21.16 9.33 0.00
66.95 70.83 -0.16 20.95 9.33 0.00
66.74 70.83 -0.18 20.74 9.33 0.00
66.52 70.83 -0.20 20.52 9.33 0.00
66.31 70.67 0.07 20.31 9.33 0.00
66.09 70.67 -0.22 20.09 9.33 0.00
65.86 70.67 -0.24 19.86 9.33 0.00
65.64 70.67 -0.26 19.64 9.33 0.00
65.41 70.50 -0.00 19.41 9.33 0.00
65.17 70.50 -0.29 19.17 9.33 0.00
64.94 70.33 -0.03 18.94 9.33 0.00
64.70 70.17 -0.04 18.70 9.33 0.00
64.46 70.00 -0.05 18.46 9.33 0.00
64.22 69.83 -0.06 18.22 9.33 0.00
63.97 69.67 -0.07 17.97 9.33 0.00
63.72 69.33 0.20 17.72 9.33 0.00
63.47 69.17 -0.09 17.47 9.33 0.00
63.22 69.00 -0.10 17.22 9.33 0.00
62.96 68.83 -0.11 16.96 9.33 0.00
62.70 68.67 -0.12 16.70 9.33 0.00
62.44 68.50 -0.13 16.44 9.33 0.00
62.18 68.17 0.14 16.18 9.33 0.00
61.91 68.00 -0.15 15.91 9.33 0.00
61.64 67.83 -0.16 15.64 9.33 0.00
61.37 67.50 0.11 15.37 9.33 0.00
61.10 67.33 -0.17 15.10 9.33 0.00
60.82 67.17 -0.19 14.82 9.33 0.00
60.54 66.83 0.08 14.54 9.33 0.00
60.26 66.67 -0.20 14.26 9.33 0.00
59.98 66.33 0.07 13.98 9.33 0.00
59.69 66.17 -0.22 13.69 9.33 0.00
59.40 65.83 0.05 13.40 9.33 0.00
59.11 65.67 -0.23 13.11 9.33 0.00
58.82 65.33 0.03 12.82 9.33 0.00
58.52 65.00 0.03 12.52 9.33 0.00
58.23 64.83 -0.25 12.23 9.33 0.00
57.93 64.50 0.01 11.93 9.33 0.00
57.62 64.17 0.01 11.62 9.33 0.00
57.32 64.00 -0.28 11.32 9.33 0.00
57.01 63.67 -0.01 11.01 9.33 0.00
56.70 63.33 -0.01 10.70 9.33 0.00
56.39 63.00 -0.02 10.39 9.33 0.00
56.08 62.83 -0.30 10.08 9.33 0.00
55.77 62.50 -0.03 9.77 9.33 0.00
55.45 62.17 -0.04 9.45 9.33 0.00
55.13 61.83 -0.04 9.13 9.33 0.00
54.81 61.50 -0.05 8.81 9.33 0.00
54.49 61.17 -0.05 8.49 9.33 0.00
54.16 61.00 -0.34 8.16 9.33 0.00
53.84 60.67 -0.07 7.84 9.33 0.00
53.51 60.33 -0.08 7.51 9.33 0.00
53.18 60.00 -0.08 7.18 9.33 0.00
52.85 59.67 -0.09 6.85 9.33 0.00
52.51 59.33 -0.09 6.51 9.33 0.00
52.18 59.00 -0.10 6.18 9.33 0.00
51.84 58.67 -0.10 5.84 9.33 0.00
51.50 58.33 -0.11 5.50 9.33 0.00
51.16 58.00 -0.11 5.16 9.33 0.00
50.82 57.67 -0.12 4.82 9.33 0.00
50.47 57.33 -0.12 4.47 9.33 0.00
50.13 57.00 -0.13 4.13 9.33 0.00
49.78 56.67 -0.13 3.78 9.33 0.00
49.43 56.33 -0.14 3.43 9.33 0.00
49.08 56.00 -0.15 3.08 9.33 0.00
48.73 55.67 -0.15 2.73 9.33 0.00
48.37 55.17 0.12 2.37 9.33 0.00
48.02 54.83 -0.15 2.02 9.33 0.00
47.66 54.50 -0.16 1.66 9.33 0.00
47.30 54.00 0.12 1.30 9.33 0.00
46.94 53.67 -0.16 0.94 9.33 0.00
46.58 53.33 -0.17 0.58 9.33 0.00
46.22 53.00 -0.17 0.22 9.33 0.00
45.86 52.67 -0.18 -0.14 9.33 0.00
45.49 52.17 0.10 -0.51 9.33 0.00
45.13 51.83 -0.18 -0.87 9.33 0.00
44.76 51.50 -0.19 -1.24 9.33 0.00
44.39 51.00 0.09 -1.61 9.33 0.00
44.02 50.67 -0.19 -1.98 9.33 0.00
43.65 50.33 -0.20 -2.35 9.33 0.00
43.28 49.83 0.08 -2.72 9.33 0.00
42.91 49.50 -0.20 -3.09 9.33 0.00
42.53 49.17 -0.20 -3.47 9.33 0.00
42.16 48.67 0.07 -3.84 9.33 0.00
41.78 48.33 -0.21 -4.22 9.33 0.00
41.40 48.00 -0.21 -4.60 9.33 0.00
41.03 47.67 -0.22 -4.97 9.33 0.00
40.65 47.17 0.06 -5.35 9.33 0.00
40.27 46.67 0.06 -5.73 9.33 0.00
39.89 46.33 -0.22 -6.11 9.33 0.00
39.51 46.00 -0.22 -6.49 9.33 0.00
39.12 45.67 -0.23 -6.88 9.33 0.00
38.74 45.17 0.05 -7.26 9.33 0.00
38.36 44.83 -0.23 -7.64 9.33 0.00
37.97 44.50 -0.24 -8.03 9.33 0.00
37.59 44.00 0.04 -8.41 9.33 0.00
37.20 43.67 -0.24 -8.80 9.33 0.00
36.81 43.17 0.04 -9.19 9.33 0.00
36.43 42.83 -0.24 -9.57 9.33 0.00
36.04 42.33 0.03 -9.96 9.33 0.00
35.65 42.00 -0.25 -10.35 9.33 0.00
35.26 41.50 0.03 -10.74 9.33 0.00
34.87 41.17 -0.25 -11.13 9.33 0.00
34.48 40.67 0.03 -11.52 9.33 0.00
34.09 40.33 -0.25 -11.91 9.33 0.00
33.70 40.00 -0.26 -12.30 9.33 0.00
33.31 39.50 0.02 -12.69 9.33 0.00
32.92 39.17 -0.26 -13.08 9.33 0.00
32.53 38.83 -0.26 -13.47 9.33 0.00
32.14 38.33 0.01 -13.86 9.33 0.00
31.75 38.00 -0.26 -14.25 9.33 0.00
31.36 37.50 0.01 -14.64 9.33 0.00
30.96 37.17 -0.27 -15.04 9.33 0.00
30.57 36.83 -0.27 -15.43 9.33 0.00
30.18 36.33 0.00 -15.82 9.33 0.00
29.79 36.00 -0.27 -16.21 9.33 0.00
29.39 35.67 -0.28 -16.61 9.33 0.00
29.00 35.17 -0.00 -17.00 9.33 0.00
28.61 34.83 -0.28 -17.39 9.33 0.00
28.21 34.33 -0.00 -17.79 9.33 0.00
27.82 34.00 -0.28 -18.18 9.33 0.00
27.43 33.50 -0.00 -18.57 9.33 0.00
27.04 33.17 -0.28 -18.96 9.33 0.00
26.64 32.83 -0.29 -19.36 9.33 0.00
26.25 32.50 -0.29 -19.75 9.33 0.00
25.86 32.00 -0.01 -20.14 9.33 0.00
25.47 31.50 -0.01 -20.53 9.33 0.00
25.08 31.17 -0.29 -20.92 9.33 0.00
24.69 30.83 -0.29 -21.31 9.33 0.00
24.30 30.50 -0.30 -21.70 9.33 0.00
23.91 30.00 -0.02 -22.09 9.33 0.00
23.52 29.67 -0.30 -22.48 9.33 0.00
23.13 29.33 -0.30 -22.87 9.33 0.00
22.74 28.83 -0.02 -23.26 9.33 0.00
22.35 28.50 -0.30 -23.65 9.33 0.00
21.96 28.17 -0.30 -24.04 9.33 0.00
21.57 27.67 -0.03 -24.43 9.33 0.00
21.19 27.33 -0.30 -24.81 9.33 0.00
20.80 26.83 -0.02 -25.20 9.33 0.00
20.41 26.50 -0.30 -25.59 9.33 0.00
20.03 26.17 -0.30 -25.97 9.33 0.00
19.64 25.67 -0.03 -26.36 9.33 0.00
19.26 25.33 -0.30 -26.74 9.33 0.00
18.88 25.00 -0.30 -27.12 9.33 0.00
18.49 24.50 -0.03 -27.51 9.33 0.00
18.11 24.17 -0.30 -27.89 9.33 0.00
17.73 23.83 -0.30 -28.27 9.33 0.00
17.35 23.50 -0.31 -28.65 9.33 0.00
16.97 23.00 -0.03 -29.03 9.33 0.00
16.60 22.67 -0.30 -29.40 9.33 0.00
16.22 22.33 -0.31 -29.78 9.33 0.00
15.84 22.00 -0.31 -30.16 9.33 0.00
15.47 21.50 -0.03 -30.53 9.33 0.00
15.09 21.17 -0.31 -30.91 9.33 0.00
14.72 20.83 -0.31 -31.28 9.33 0.00
14.35 20.33 -0.03 -31.65 9.33 0.00
13.98 20.00 -0.30 -32.02 9.33 0.00
13.61 19.67 -0.30 -32.39 9.33 0.00
13.24 19.17 -0.02 -32.76 9.33 0.00
12.87 18.83 -0.30 -33.13 9.33 0.00
12.51 18.50 -0.30 -33.49 9.33 0.00
12.14 18.17 -0.30 -33.86 9.33 0.00
11.78 17.83 -0.30 -34.22 9.33 0.00
11.42 17.33 -0.02 -34.58 9.33 0.00
11.06 17.00 -0.30 -34.94 9.33 0.00
10.70 16.67 -0.30 -35.30 9.33 0.00
10.34 16.33 -0.30 -35.66 9.33 0.00
9.98 16.00 -0.30 -36.02 9.33 0.00
9.63 15.67 -0.30 -36.37 9.33 0.00
9.27 15.17 -0.02 -36.73 9.33 0.00
8.92 14.83 -0.29 -37.08 9.33 0.00
8.57 14.67 -0.57 -37.43 9.33 0.00
8.22 14.33 -0.30 -37.78 9.33 0.00
7.87 13.83 -0.02 -38.13 9.33 0.00
7.53 13.50 -0.29 -38.47 9.33 0.00
7.18 13.17 -0.29 -38.82 9.33 0.00
6.84 12.83 -0.29 -39.16 9.33 0.00
6.50 12.50 -0.29 -39.50 9.33 0.00
6.16 12.17 -0.29 -39.84 9.33 0.00
5.82 11.83 -0.29 -40.18 9.33 0.00
5.49 11.50 -0.29 -40.51 9.33 0.00
5.15 11.00 -0.01 -40.85 9.33 0.00
4.82 10.67 -0.28 -41.18 9.33 0.00
4.49 10.33 -0.28 -41.51 9.33 0.00
4.16 10.17 -0.56 -41.84 9.33 0.00
3.84 9.83 -0.28 -42.16 9.33 0.00
3.51 9.33 0.00 -42.49 9.33 0.00
3.19 9.00 -0.27 -42.81 9.33 0.00
2.87 8.83 -0.55 -43.13 9.33 0.00
2.55 8.50 -0.27 -43.45 9.33 0.00
2.23 8.17 -0.27 -43.77 9.33 0.00
1.92 7.83 -0.27 -44.08 9.33 0.00
1.61 7.50 -0.27 -44.39 9.33 0.00
1.30 7.17 -0.26 -44.70 9.33 0.00
0.99 6.83 -0.26 -45.01 9.33 0.00
0.68 6.50 -0.26 -45.32 9.33 0.00
0.38 6.17 -0.25 -45.62 9.33 0.00
0.07 6.00 -0.53 -45.93 9.33 0.00
-0.23 5.67 -0.26 -46.23 9.33 0.00
-0.52 5.33 -0.25 -46.52 9.33 0.00
-0.82 5.00 -0.25 -46.82 9.33 0.00
-1.11 4.67 -0.24 -47.11 9.33 0.00
-1.40 4.50 -0.52 -47.40 9.33 0.00
-1.69 4.17 -0.24 -47.69 9.33 0.00
-1.98 3.83 -0.24 -47.98 9.33 0.00
-2.26 3.50 -0.23 -48.26 9.33 0.00
-2.54 3.17 -0.23 -48.54 9.33 0.00
-2.82 3.00 -0.51 -48.82 9.33 0.00
-3.10 2.83 -0.51 -49.10 9.33 0.00
-3.37 2.67 -0.51 -49.37 9.33 0.00
-3.64 2.33 -0.24 -49.64 9.33 0.00
-3.91 2.00 -0.23 -49.91 9.33 0.00
-4.18 1.67 -0.22 -50.18 9.33 0.00
-4.44 1.33 -0.22 -50.44 9.33 0.00
-4.70 1.17 -0.49 -50.70 9.33 0.00
-4.96 1.00 -0.50 -50.96 9.33 0.00
-5.22 0.67 -0.22 -51.22 9.33 0.00
-5.47 0.33 -0.21 -51.47 9.33 0.00
-5.72 0.00 -0.20 -51.72 9.33 0.00
-5.97 0.00 -0.76 -51.97 9.33 0.00
-6.22 -0.17 -0.49 -52.22 9.33 0.00
-6.46 -0.50 -0.21 -52.46 9.33 0.00
-6.70 -0.67 -0.48 -52.70 9.33 0.00
-6.94 -1.00 -0.20 -52.94 9.33 0.00
-7.17 -1.33 -0.19 -53.17 9.33 0.00
-7.41 -1.50 -0.47 -53.41 9.33 0.00
-7.64 -1.83 -0.19 -53.64 9.33 0.00
-7.86 -2.17 -0.18 -53.86 9.33 0.00
-8.09 -2.33 -0.45 -54.09 9.33 0.00
-8.31 -2.67 -0.17 -54.31 9.33 0.00
-8.52 -2.83 -0.44 -54.52 9.33 0.00
-8.74 -3.00 -0.44 -54.74 9.33 0.00
-8.95 -3.33 -0.16 -54.95 9.33 0.00
-9.16 -3.50 -0.43 -55.16 9.33 0.00
-9.37 -3.83 -0.15 -55.37 9.33 0.00
-9.57 -4.00 -0.42 -55.57 9.33 0.00
-9.77 -4.17 -0.42 -55.77 9.33 0.00
-9.97 -4.33 -0.42 -55.97 9.33 0.00
-10.17 -4.50 -0.41 -56.17 9.33 0.00
-10.36 -4.67 -0.41 -56.36 9.33 0.00
-10.55 -5.00 -0.13 -56.55 9.33 0.00
-10.73 -5.33 -0.12 -56.73 9.33 0.00
-10.92 -5.50 -0.39 -56.92 9.33 0.00
-11.10 -5.67 -0.38 -57.10 9.33 0.00
-11.27 -5.67 -0.66 -57.27 9.33 0.00
-11.45 -5.67 -0.67 -57.45 9.33 0.00
-11.62 -5.83 -0.40 -57.62 9.33 0.00
-11.78 -6.00 -0.39 -57.78 9.33 0.00
-11.95 -6.33 -0.11 -57.95 9.33 0.00
-12.11 -6.50 -0.37 -58.11 9.33 0.00
-12.27 -6.83 -0.09 -58.27 9.33 0.00
-12.42 -6.83 -0.64 -58.42 9.33 0.00
-12.57 -7.00 -0.36 -58.57 9.33 0.00
-12.72 -7.17 -0.36 -58.72 9.33 0.00
-12.87 -7.17 -0.63 -58.87 9.33 0.00
-13.01 -7.33 -0.36 -59.01 9.33 0.00
-13.15 -7.50 -0.35 -59.15 9.33 0.00
-13.29 -7.67 -0.35 -59.29 9.33 0.00
-13.42 -7.83 -0.34 -59.42 9.33 0.00
-13.55 -8.17 -0.05 -59.55 9.33 0.00
-13.67 -8.33 -0.32 -59.67 9.33 0.00
-13.80 -8.33 -0.60 -59.80 9.33 0.00
-13.92 -8.33 -0.60 -59.92 9.33 0.00
-14.03 -8.50 -0.32 -60.03 9.33 0.00
-14.15 -8.50 -0.60 -60.15 9.33 0.00
-14.26 -8.50 -0.60 -60.26 9.33 0.00
-14.36 -8.67 -0.32 -60.36 9.33 0.00
-14.47 -8.67 -0.59 -60.47 9.33 0.00
-14.57 -8.67 -0.60 -60.57 9.33 0.00
-14.66 -8.83 -0.32 -60.66 9.33 0.00
-14.76 -9.00 -0.31 -60.76 9.33 0.00
-14.85 -9.00 -0.58 -60.85 9.33 0.00
-14.93 -9.00 -0.58 -60.93 9.33 0.00
-15.02 -9.17 -0.30 -61.02 9.33 0.00
-15.10 -9.33 -0.29 -61.10 9.33 0.00
-15.17 -9.50 -0.29 -61.17 9.33 0.00
-15.25 -9.67 -0.28 -61.25 9.33 0.00
-15.32 -9.83 -0.27 -61.32 9.33 0.00
-15.38 -10.00 -0.26 -61.38 9.33 0.00
-15.45 -10.00 -0.53 -61.45 9.33 0.00
-15.51 -10.00 -0.53 -61.51 9.33 0.00
-15.56 -10.17 -0.25 -61.56 9.33 0.00
-15.62 -10.17 -0.52 -61.62 9.33 0.00
-15.66 -10.17 -0.52 -61.66 9.33 0.00
-15.71 -10.17 -0.51 -61.71 9.33 0.00
-15.75 -10.33 -0.23 -61.75 9.33 0.00
-15.79 -10.33 -0.50 -61.79 9.33 0.00
-15.83 -10.33 -0.50 -61.83 9.33 0.00
-15.86 -10.33 -0.50 -61.86 9.33 0.00
-15.89 -10.33 -0.50 -61.89 9.33 0.00
-15.92 -10.33 -0.49 -61.92 9.33 0.00
-15.94 -10.33 -0.49 -61.94 9.33 0.00
-15.96 -10.33 -0.49 -61.96 9.33 0.00
-15.97 -10.33 -0.49 -61.97 9.33 0.00
-15.98 -10.50 -0.20 -61.98 9.33 0.00
-15.99 -10.50 -0.47 -61.99 9.33 0.00
-16.00 -10.67 -0.18 -62.00 9.33 0.00
-16.00 -10.67 -0.45 -62.00 9.33 0.00
-16.00 -10.83 -0.17 -62.00 9.33 0.00
-15.99 -10.83 -0.43 -61.99 9.33 0.00
-15.98 -11.00 -0.15 -61.98 9.33 0.00
-15.97 -11.17 -0.13 -61.97 9.33 0.00
-15.96 -11.33 -0.12 -61.96 9.33 0.00
-15.94 -11.33 -0.38 -61.94 9.33 0.00
-15.92 -11.33 -0.38 -61.92 9.33 0.00
-15.89 -11.33 -0.37 -61.89 9.33 0.00
